Country,EdLevel,Employment,Job Title,Gender,YearsCodePro,Salary
France,Professional,full-time,Other,Male,16,105237.35714285714
France,Professional,full-time,Other,Male,18,112141.75
France,Professional,full-time,Other,Male,20,110856.0
France,Professional,full-time,Other,Male,25,131495.0
France,Professional,full-time,Senior Business Analyst,Female,10,77928.33333333333
France,Professional,full-time,Senior Business Analyst,Female,15,144318.5
France,Professional,full-time,Senior Business Analyst,Male,6,71127.625
France,Professional,full-time,Senior Financial Analyst,Female,6,73627.625
France,Professional,full-time,Senior Financial Analyst,Female,18,113391.75
France,Professional,full-time,Senior Financial Analyst,Male,6,73627.625
France,Professional,full-time,Senior Financial Analyst,Male,12,94327.0
France,Professional,full-time,Senior Operations Manager,Female,10,82928.33333333333
France,Professional,full-time,Senior Operations Manager,Male,7,83575.5
France,Professional,full-time,Senior Operations Manager,Male,12,84327.0
France,Professional,full-time,Senior Product Manager,Female,10,82928.33333333333
France,Professional,full-time,Senior Product Manager,Male,7,73575.5
France,Professional,full-time,Senior Product Manager,Male,10,82928.33333333333
France,Professional,full-time,Senior Product Manager,Male,14,112325.5
France,Secondary school,freelancer,Other,Female,6,63719.5
France,Secondary school,freelancer,Other,Female,12,75577.0
France,Secondary school,freelancer,Other,Female,15,154012.5
France,Secondary school,freelancer,Other,Female,17,137517.5
France,Secondary school,freelancer,Other,Male,6,68094.5
France,Secondary school,freelancer,Other,Male,12,86827.0
France,Secondary school,freelancer,Other,Male,15,164012.5
France,Secondary school,freelancer,Other,Male,17,148350.83333333334
France,Secondary school,freelancer,Senior Business Analyst,Female,15,171512.5
France,Secondary school,freelancer,Senior Business Analyst,Male,6,70594.5
France,Secondary school,freelancer,Senior Financial Analyst,Female,6,73094.5
France,Secondary school,freelancer,Senior Financial Analyst,Male,6,73094.5
France,Secondary school,freelancer,Senior Financial Analyst,Male,12,94327.0
France,Secondary school,freelancer,Senior Operations Manager,Male,12,84327.0
France,Secondary school,full-time,Junior Business Analyst,Male,4,56394.25
France,Secondary school,full-time,Junior Business Development Associate,Female,3,46062.0
France,Secondary school,full-time,Junior Financial Analyst,Female,3,46062.0
France,Secondary school,full-time,Junior Financial Analyst,Female,5,53995.0
France,Secondary school,full-time,Junior Financial Analyst,Male,3,46062.0
France,Secondary school,full-time,Junior Financial Analyst,Male,4,56394.25
France,Secondary school,full-time,Junior Marketing Coordinator,Female,3,46062.0
France,Secondary school,full-time,Junior Marketing Coordinator,Male,3,48562.0
France,Secondary school,full-time,Junior Marketing Manager,Female,4,53894.25
France,Secondary school,full-time,Junior Marketing Manager,Female,5,58995.0
France,Secondary school,full-time,Junior Marketing Specialist,Male,3,43562.0
France,Secondary school,full-time,Junior Marketing Specialist,Male,5,58995.0
France,Secondary school,full-time,Junior Operations Analyst,Female,5,53995.0
France,Secondary school,full-time,Junior Operations Analyst,Male,3,46062.0
France,Secondary school,full-time,Junior Sales Representative,Male,3,43562.0
France,Secondary school,full-time,Other,Female,3,46562.0
France,Secondary school,full-time,Other,Female,4,52644.25
France,Secondary school,full-time,Other,Female,5,55245.0
France,Secondary school,full-time,Other,Female,7,69492.0
France,Secondary school,full-time,Other,Female,10,71410.33333333333
France,Secondary school,full-time,Other,Female,11,69395.0
France,Secondary school,full-time,Other,Female,13,70967.0
France,Secondary school,full-time,Other,Female,17,99659.0
France,Secondary school,full-time,Other,Male,3,49562.0
France,Secondary school,full-time,Other,Male,4,58269.25
France,Secondary school,full-time,Other,Male,5,59828.333333333336
France,Secondary school,full-time,Other,Male,7,74492.0
France,Secondary school,full-time,Other,Male,10,82524.168230563
France,Secondary school,full-time,Other,Male,11,72395.0
France,Secondary school,full-time,Other,Male,13,82217.0
France,Secondary school,full-time,Other,Male,17,110492.33333333333
France,Secondary school,full-time,Senior Business Analyst,Female,10,84327.0
France,Secondary school,full-time,Senior Operations Manager,Female,10,89327.0
France,Secondary school,full-time,Senior Operations Manager,Male,7,89492.0
France,Secondary school,full-time,Senior Product Manager,Female,10,89327.0
France,Secondary school,full-time,Senior Product Manager,Male,7,79492.0
France,Secondary school,full-time,Senior Product Manager,Male,10,89327.0
France,Secondary school,part-time,Other,Female,7,69492.0
France,Secondary school,part-time,Other,Male,7,74492.0
France,Secondary school,part-time,Senior Operations Manager,Male,7,89492.0
France,Secondary school,part-time,Senior Product Manager,Male,7,79492.0
Germany,Associate,freelancer,Junior Business Analyst,Male,2,40529.0
Germany,Associate,freelancer,Junior Business Development Associate,Female,3,51909.5
Germany,Associate,freelancer,Junior Business Development Associate,Male,2,40529.0
Germany,Associate,freelancer,Junior Financial Analyst,Female,3,51909.5
Germany,Associate,freelancer,Junior Financial Analyst,Female,5,52395.0
Germany,Associate,freelancer,Junior Financial Analyst,Male,2,40529.0
Germany,Associate,freelancer,Junior Financial Analyst,Male,3,51909.5
Germany,Associate,freelancer,Junior Marketing Coordinator,Female,2,40529.0
Germany,Associate,freelancer,Junior Marketing Coordinator,Female,3,51909.5
Germany,Associate,freelancer,Junior Marketing Coordinator,Male,2,40529.0
Germany,Associate,freelancer,Junior Marketing Coordinator,Male,3,54409.5
Germany,Associate,freelancer,Junior Marketing Manager,Female,5,57395.0
Germany,Associate,freelancer,Junior Marketing Specialist,Female,2,40529.0
Germany,Associate,freelancer,Junior Marketing Specialist,Male,3,49409.5
Germany,Associate,freelancer,Junior Marketing Specialist,Male,5,57395.0
Germany,Associate,freelancer,Junior Operations Analyst,Female,5,52395.0
Germany,Associate,freelancer,Junior Operations Analyst,Male,3,51909.5
Germany,Associate,freelancer,Junior Sales Representative,Female,2,40529.0
Germany,Associate,freelancer,Junior Sales Representative,Male,3,49409.5
Germany,Associate,freelancer,Other,Female,2,46779.0
Germany,Associate,freelancer,Other,Female,3,52409.5
Germany,Associate,freelancer,Other,Female,5,53645.0
Germany,Associate,freelancer,Other,Female,7,66294.0
Germany,Associate,freelancer,Other,Female,8,79366.5
Germany,Associate,freelancer,Other,Female,15,94290.75
Germany,Associate,freelancer,Other,Female,17,122321.0
Germany,Associate,freelancer,Other,Female,20,159318.5
Germany,Associate,freelancer,Other,Female,23,142072.0
Germany,Associate,freelancer,Other,Male,2,43029.0
Germany,Associate,freelancer,Other,Male,3,55409.5
Germany,Associate,freelancer,Other,Male,5,58228.333333333336
Germany,Associate,freelancer,Other,Male,7,71294.0
Germany,Associate,freelancer,Other,Male,8,86241.5
Germany,Associate,freelancer,Other,Male,15,104290.75
Germany,Associate,freelancer,Other,Male,17,133154.33333333334
Germany,Associate,freelancer,Other,Male,20,148818.5
Germany,Associate,freelancer,Senior Business Analyst,Female,15,111790.75
Germany,Associate,freelancer,Senior Business Analyst,Male,8,86241.5
Germany,Associate,freelancer,Senior Financial Analyst,Male,8,84991.5
Germany,Associate,freelancer,Senior Operations Manager,Male,7,86294.0
Germany,Associate,freelancer,Senior Operations Manager,Male,8,87491.5
Germany,Associate,freelancer,Senior Product Manager,Male,7,76294.0
Germany,Associate,freelancer,Senior Product Manager,Male,8,87491.5
Germany,Associate,full-time,Junior Business Analyst,Male,1,25757.0
Germany,Associate,full-time,Junior Business Analyst,Male,2,38908.8125
Germany,Associate,full-time,Junior Business Analyst,Male,4,54186.166666666664
Germany,Associate,full-time,Junior Business Development Associate,Female,1,23257.0
Germany,Associate,full-time,Junior Business Development Associate,Female,3,45985.59090909091
Germany,Associate,full-time,Junior Business Development Associate,Male,1,23257.0
Germany,Associate,full-time,Junior Business Development Associate,Male,2,38908.8125
Germany,Associate,full-time,Junior Financial Analyst,Female,3,45985.59090909091
Germany,Associate,full-time,Junior Financial Analyst,Female,5,56233.25
Germany,Associate,full-time,Junior Financial Analyst,Male,2,38908.8125
Germany,Associate,full-time,Junior Financial Analyst,Male,3,45985.59090909091
Germany,Associate,full-time,Junior Financial Analyst,Male,4,54186.166666666664
Germany,Associate,full-time,Junior Marketing Coordinator,Female,2,38908.8125
Germany,Associate,full-time,Junior Marketing Coordinator,Female,3,45985.59090909091
Germany,Associate,full-time,Junior Marketing Coordinator,Male,2,38908.8125
Germany,Associate,full-time,Junior Marketing Coordinator,Male,3,48485.59090909091
Germany,Associate,full-time,Junior Marketing Manager,Female,4,51686.166666666664
Germany,Associate,full-time,Junior Marketing Manager,Female,5,61233.25
Germany,Associate,full-time,Junior Marketing Specialist,Female,1,25757.0
Germany,Associate,full-time,Junior Marketing Specialist,Female,2,38908.8125
Germany,Associate,full-time,Junior Marketing Specialist,Male,3,43485.59090909091
Germany,Associate,full-time,Junior Marketing Specialist,Male,5,61233.25
Germany,Associate,full-time,Junior Operations Analyst,Female,5,56233.25
Germany,Associate,full-time,Junior Operations Analyst,Male,1,23257.0
Germany,Associate,full-time,Junior Operations Analyst,Male,3,45985.59090909091
Germany,Associate,full-time,Junior Sales Representative,Female,1,25757.0
Germany,Associate,full-time,Junior Sales Representative,Female,2,38908.8125
Germany,Associate,full-time,Junior Sales Representative,Male,1,23257.0
Germany,Associate,full-time,Junior Sales Representative,Male,3,43485.59090909091
Germany,Associate,full-time,Other,Female,0,37676.9
Germany,Associate,full-time,Other,Female,1,27007.0
Germany,Associate,full-time,Other,Female,2,45158.8125
Germany,Associate,full-time,Other,Female,3,46485.59090909091
Germany,Associate,full-time,Other,Female,4,50436.166666666664
Germany,Associate,full-time,Other,Female,5,57483.25
Germany,Associate,full-time,Other,Female,6,69797.5
Germany,Associate,full-time,Other,Female,7,71270.5
Germany,Associate,full-time,Other,Female,8,72216.57142857143
Germany,Associate,full-time,Other,Female,9,75319.33333333333
Germany,Associate,full-time,Other,Female,10,72481.83333333333
Germany,Associate,full-time,Other,Female,12,76562.5
Germany,Associate,full-time,Other,Female,13,98268.0
Germany,Associate,full-time,Other,Female,15,93437.16666666667
Germany,Associate,full-time,Other,Female,16,105624.0
Germany,Associate,full-time,Other,Female,17,152981.0
Germany,Associate,full-time,Other,Female,18,122456.5
Germany,Associate,full-time,Other,Female,20,109194.0
Germany,Associate,full-time,Other,Female,23,142072.0
Germany,Associate,full-time,Other,Female,25,159650.5
Germany,Associate,full-time,Other,Male,0,36426.9
Germany,Associate,full-time,Other,Male,1,18315.333333333332
Germany,Associate,full-time,Other,Male,2,41408.8125
Germany,Associate,full-time,Other,Male,3,49485.59090909091
Germany,Associate,full-time,Other,Male,4,56061.166666666664
Germany,Associate,full-time,Other,Male,5,62066.583333333336
Germany,Associate,full-time,Other,Male,6,74172.5
Germany,Associate,full-time,Other,Male,7,76270.5
Germany,Associate,full-time,Other,Male,8,79091.57142857143
Germany,Associate,full-time,Other,Male,9,80194.33333333333
Germany,Associate,full-time,Other,Male,10,83595.668230563
Germany,Associate,full-time,Other,Male,12,87812.5
Germany,Associate,full-time,Other,Male,13,109518.0
Germany,Associate,full-time,Other,Male,15,103437.16666666667
Germany,Associate,full-time,Other,Male,16,106516.85714285714
Germany,Associate,full-time,Other,Male,17,163814.33333333334
Germany,Associate,full-time,Other,Male,18,121206.5
Germany,Associate,full-time,Other,Male,20,98694.0
Germany,Associate,full-time,Other,Male,25,182150.5
Germany,Associate,full-time,Senior Business Analyst,Female,10,85398.5
Germany,Associate,full-time,Senior Business Analyst,Female,15,110937.16666666667
Germany,Associate,full-time,Senior Business Analyst,Male,6,76672.5
Germany,Associate,full-time,Senior Business Analyst,Male,8,79091.57142857143
Germany,Associate,full-time,Senior Business Analyst,Male,9,79694.33333333333
Germany,Associate,full-time,Senior Financial Analyst,Female,6,79172.5
Germany,Associate,full-time,Senior Financial Analyst,Female,9,77194.33333333333
Germany,Associate,full-time,Senior Financial Analyst,Female,18,122456.5
Germany,Associate,full-time,Senior Financial Analyst,Male,6,79172.5
Germany,Associate,full-time,Senior Financial Analyst,Male,8,77841.57142857143
Germany,Associate,full-time,Senior Financial Analyst,Male,12,95312.5
Germany,Associate,full-time,Senior Operations Manager,Female,10,90398.5
Germany,Associate,full-time,Senior Operations Manager,Male,7,91270.5
Germany,Associate,full-time,Senior Operations Manager,Male,8,80341.57142857143
Germany,Associate,full-time,Senior Operations Manager,Male,9,77194.33333333333
Germany,Associate,full-time,Senior Operations Manager,Male,12,85312.5
Germany,Associate,full-time,Senior Product Manager,Female,10,90398.5
Germany,Associate,full-time,Senior Product Manager,Male,7,81270.5
Germany,Associate,full-time,Senior Product Manager,Male,8,80341.57142857143
Germany,Associate,full-time,Senior Product Manager,Male,10,90398.5
Germany,Associate,part-time,Junior Business Development Associate,Female,3,32584.0
Germany,Associate,part-time,Junior Financial Analyst,Female,3,32584.0
Germany,Associate,part-time,Junior Financial Analyst,Male,3,32584.0
Germany,Associate,part-time,Junior Marketing Coordinator,Female,3,32584.0
Germany,Associate,part-time,Junior Marketing Coordinator,Male,3,35084.0
Germany,Associate,part-time,Junior Marketing Specialist,Male,3,30084.0
Germany,Associate,part-time,Junior Operations Analyst,Male,3,32584.0
Germany,Associate,part-time,Junior Sales Representative,Male,3,30084.0
Germany,Associate,part-time,Other,Female,3,33084.0
Germany,Associate,part-time,Other,Female,6,63719.5
Germany,Associate,part-time,Other,Female,20,159318.5
Germany,Associate,part-time,Other,Male,3,36084.0
Germany,Associate,part-time,Other,Male,6,68094.5
Germany,Associate,part-time,Other,Male,20,148818.5
Germany,Associate,part-time,Senior Business Analyst,Male,6,70594.5
Germany,Associate,part-time,Senior Financial Analyst,Female,6,73094.5
Germany,Associate,part-time,Senior Financial Analyst,Male,6,73094.5
Germany,Bachelor,freelancer,Junior Business Analyst,Male,1,72467.0
Germany,Bachelor,freelancer,Junior Business Analyst,Male,2,50055.333333333336
Germany,Bachelor,freelancer,Junior Business Analyst,Male,4,64673.92857142857
Germany,Bachelor,freelancer,Junior Business Development Associate,Female,1,69967.0
Germany,Bachelor,freelancer,Junior Business Development Associate,Female,3,50772.0
Germany,Bachelor,freelancer,Junior Business Development Associate,Male,1,69967.0
Germany,Bachelor,freelancer,Junior Business Development Associate,Male,2,50055.333333333336
Germany,Bachelor,freelancer,Junior Financial Analyst,Female,3,50772.0
Germany,Bachelor,freelancer,Junior Financial Analyst,Female,5,86627.9
Germany,Bachelor,freelancer,Junior Financial Analyst,Male,2,50055.333333333336
Germany,Bachelor,freelancer,Junior Financial Analyst,Male,3,50772.0
Germany,Bachelor,freelancer,Junior Financial Analyst,Male,4,64673.92857142857
Germany,Bachelor,freelancer,Junior Marketing Coordinator,Female,2,50055.333333333336
Germany,Bachelor,freelancer,Junior Marketing Coordinator,Female,3,50772.0
Germany,Bachelor,freelancer,Junior Marketing Coordinator,Male,2,50055.333333333336
Germany,Bachelor,freelancer,Junior Marketing Coordinator,Male,3,53272.0
Germany,Bachelor,freelancer,Junior Marketing Manager,Female,4,62173.92857142857
Germany,Bachelor,freelancer,Junior Marketing Manager,Female,5,91627.9
Germany,Bachelor,freelancer,Junior Marketing Specialist,Female,1,72467.0
Germany,Bachelor,freelancer,Junior Marketing Specialist,Female,2,50055.333333333336
Germany,Bachelor,freelancer,Junior Marketing Specialist,Male,3,48272.0
Germany,Bachelor,freelancer,Junior Marketing Specialist,Male,5,91627.9
Germany,Bachelor,freelancer,Junior Operations Analyst,Female,5,86627.9
Germany,Bachelor,freelancer,Junior Operations Analyst,Male,1,69967.0
Germany,Bachelor,freelancer,Junior Operations Analyst,Male,3,50772.0
Germany,Bachelor,freelancer,Junior Sales Representative,Female,1,72467.0
Germany,Bachelor,freelancer,Junior Sales Representative,Female,2,50055.333333333336
Germany,Bachelor,freelancer,Junior Sales Representative,Male,1,69967.0
Germany,Bachelor,freelancer,Junior Sales Representative,Male,3,48272.0
Germany,Bachelor,freelancer,Other,Female,0,49492.0
Germany,Bachelor,freelancer,Other,Female,1,73717.0
Germany,Bachelor,freelancer,Other,Female,2,56305.333333333336
Germany,Bachelor,freelancer,Other,Female,3,51272.0
Germany,Bachelor,freelancer,Other,Female,4,60923.92857142857
Germany,Bachelor,freelancer,Other,Female,5,87877.9
Germany,Bachelor,freelancer,Other,Female,6,72091.91666666667
Germany,Bachelor,freelancer,Other,Female,7,69226.8
Germany,Bachelor,freelancer,Other,Female,8,73756.85714285714
Germany,Bachelor,freelancer,Other,Female,9,78696.66666666667
Germany,Bachelor,freelancer,Other,Female,10,80875.20833333333
Germany,Bachelor,freelancer,Other,Female,11,85392.5
Germany,Bachelor,freelancer,Other,Female,12,81442.375
Germany,Bachelor,freelancer,Other,Female,13,87817.75
Germany,Bachelor,freelancer,Other,Female,14,98394.0
Germany,Bachelor,freelancer,Other,Female,15,95065.125
Germany,Bachelor,freelancer,Other,Female,16,129763.5
Germany,Bachelor,freelancer,Other,Female,17,80996.0
Germany,Bachelor,freelancer,Other,Female,18,130455.0
Germany,Bachelor,freelancer,Other,Female,20,120072.0
Germany,Bachelor,freelancer,Other,Female,21,158719.33333333334
Germany,Bachelor,freelancer,Other,Female,22,136987.33333333334
Germany,Bachelor,freelancer,Other,Female,23,142072.0
Germany,Bachelor,freelancer,Other,Female,25,180979.5
Germany,Bachelor,freelancer,Other,Male,0,48242.0
Germany,Bachelor,freelancer,Other,Male,1,65025.333333333336
Germany,Bachelor,freelancer,Other,Male,2,52555.333333333336
Germany,Bachelor,freelancer,Other,Male,3,54272.0
Germany,Bachelor,freelancer,Other,Male,4,66548.92857142857
Germany,Bachelor,freelancer,Other,Male,5,92461.23333333334
Germany,Bachelor,freelancer,Other,Male,6,76466.91666666667
Germany,Bachelor,freelancer,Other,Male,7,74226.8
Germany,Bachelor,freelancer,Other,Male,8,80631.85714285714
Germany,Bachelor,freelancer,Other,Male,9,83571.66666666667
Germany,Bachelor,freelancer,Other,Male,10,91989.043230563
Germany,Bachelor,freelancer,Other,Male,11,88392.5
Germany,Bachelor,freelancer,Other,Male,12,92692.375
Germany,Bachelor,freelancer,Other,Male,13,99067.75
Germany,Bachelor,freelancer,Other,Male,14,97560.66666666667
Germany,Bachelor,freelancer,Other,Male,15,105065.125
Germany,Bachelor,freelancer,Other,Male,16,130656.35714285714
Germany,Bachelor,freelancer,Other,Male,17,91829.33333333333
Germany,Bachelor,freelancer,Other,Male,18,129205.0
Germany,Bachelor,freelancer,Other,Male,20,109572.0
Germany,Bachelor,freelancer,Other,Male,21,151636.0
Germany,Bachelor,freelancer,Other,Male,22,143654.0
Germany,Bachelor,freelancer,Other,Male,24,172991.0
Germany,Bachelor,freelancer,Other,Male,25,203479.5
Germany,Bachelor,freelancer,Senior Business Analyst,Female,10,93791.875
Germany,Bachelor,freelancer,Senior Business Analyst,Female,15,112565.125
Germany,Bachelor,freelancer,Senior Business Analyst,Male,6,78966.91666666667
Germany,Bachelor,freelancer,Senior Business Analyst,Male,8,80631.85714285714
Germany,Bachelor,freelancer,Senior Business Analyst,Male,9,83071.66666666667
Germany,Bachelor,freelancer,Senior Financial Analyst,Female,6,81466.91666666667
Germany,Bachelor,freelancer,Senior Financial Analyst,Female,9,80571.66666666667
Germany,Bachelor,freelancer,Senior Financial Analyst,Female,18,130455.0
Germany,Bachelor,freelancer,Senior Financial Analyst,Male,6,81466.91666666667
Germany,Bachelor,freelancer,Senior Financial Analyst,Male,8,79381.85714285714
Germany,Bachelor,freelancer,Senior Financial Analyst,Male,12,100192.375
Germany,Bachelor,freelancer,Senior Operations Manager,Female,10,98791.875
Germany,Bachelor,freelancer,Senior Operations Manager,Male,7,89226.8
Germany,Bachelor,freelancer,Senior Operations Manager,Male,8,81881.85714285714
Germany,Bachelor,freelancer,Senior Operations Manager,Male,9,80571.66666666667
Germany,Bachelor,freelancer,Senior Operations Manager,Male,12,90192.375
Germany,Bachelor,freelancer,Senior Product Manager,Female,10,98791.875
Germany,Bachelor,freelancer,Senior Product Manager,Male,7,79226.8
Germany,Bachelor,freelancer,Senior Product Manager,Male,8,81881.85714285714
Germany,Bachelor,freelancer,Senior Product Manager,Male,10,98791.875
Germany,Bachelor,freelancer,Senior Product Manager,Male,14,113394.0
Germany,Bachelor,full-time,Junior Business Analyst,Male,1,45776.84210526316
Germany,Bachelor,full-time,Junior Business Analyst,Male,2,47715.17105263158
Germany,Bachelor,full-time,Junior Business Analyst,Male,4,59254.5
Germany,Bachelor,full-time,Junior Business Development Associate,Female,1,43276.84210526316
Germany,Bachelor,full-time,Junior Business Development Associate,Female,3,53663.17441860465
Germany,Bachelor,full-time,Junior Business Development Associate,Male,1,43276.84210526316
Germany,Bachelor,full-time,Junior Business Development Associate,Male,2,47715.17105263158
Germany,Bachelor,full-time,Junior Financial Analyst,Female,3,53663.17441860465
Germany,Bachelor,full-time,Junior Financial Analyst,Female,5,62487.717948717946
Germany,Bachelor,full-time,Junior Financial Analyst,Male,2,47715.17105263158
Germany,Bachelor,full-time,Junior Financial Analyst,Male,3,53663.17441860465
Germany,Bachelor,full-time,Junior Financial Analyst,Male,4,59254.5
Germany,Bachelor,full-time,Junior Marketing Coordinator,Female,2,47715.17105263158
Germany,Bachelor,full-time,Junior Marketing Coordinator,Female,3,53663.17441860465
Germany,Bachelor,full-time,Junior Marketing Coordinator,Male,2,47715.17105263158
Germany,Bachelor,full-time,Junior Marketing Coordinator,Male,3,56163.17441860465
Germany,Bachelor,full-time,Junior Marketing Manager,Female,4,56754.5
Germany,Bachelor,full-time,Junior Marketing Manager,Female,5,67487.71794871795
Germany,Bachelor,full-time,Junior Marketing Specialist,Female,1,45776.84210526316
Germany,Bachelor,full-time,Junior Marketing Specialist,Female,2,47715.17105263158
Germany,Bachelor,full-time,Junior Marketing Specialist,Male,3,51163.17441860465
Germany,Bachelor,full-time,Junior Marketing Specialist,Male,5,67487.71794871795
Germany,Bachelor,full-time,Junior Operations Analyst,Female,5,62487.717948717946
Germany,Bachelor,full-time,Junior Operations Analyst,Male,1,43276.84210526316
Germany,Bachelor,full-time,Junior Operations Analyst,Male,3,53663.17441860465
Germany,Bachelor,full-time,Junior Sales Representative,Female,1,45776.84210526316
Germany,Bachelor,full-time,Junior Sales Representative,Female,2,47715.17105263158
Germany,Bachelor,full-time,Junior Sales Representative,Male,1,43276.84210526316
Germany,Bachelor,full-time,Junior Sales Representative,Male,3,51163.17441860465
Germany,Bachelor,full-time,Other,Female,0,43080.96875
Germany,Bachelor,full-time,Other,Female,1,47026.84210526316
Germany,Bachelor,full-time,Other,Female,2,53965.17105263158
Germany,Bachelor,full-time,Other,Female,3,54163.17441860465
Germany,Bachelor,full-time,Other,Female,4,55504.5
Germany,Bachelor,full-time,Other,Female,5,63737.717948717946
Germany,Bachelor,full-time,Other,Female,6,73249.35
Germany,Bachelor,full-time,Other,Female,7,73576.58974358975
Germany,Bachelor,full-time,Other,Female,8,73465.18181818182
Germany,Bachelor,full-time,Other,Female,9,88958.0
Germany,Bachelor,full-time,Other,Female,10,88969.66025641025
Germany,Bachelor,full-time,Other,Female,11,89266.90476190476
Germany,Bachelor,full-time,Other,Female,12,91828.83333333333
Germany,Bachelor,full-time,Other,Female,13,96134.76923076923
Germany,Bachelor,full-time,Other,Female,14,98413.35
Germany,Bachelor,full-time,Other,Female,15,105764.16666666667
Germany,Bachelor,full-time,Other,Female,16,127098.40909090909
Germany,Bachelor,full-time,Other,Female,17,109434.83333333333
Germany,Bachelor,full-time,Other,Female,18,121998.92857142857
Germany,Bachelor,full-time,Other,Female,19,110459.0
Germany,Bachelor,full-time,Other,Female,20,127550.44444444444
Germany,Bachelor,full-time,Other,Female,21,133922.83333333334
Germany,Bachelor,full-time,Other,Female,22,122923.95833333333
Germany,Bachelor,full-time,Other,Female,23,135518.66666666666
Germany,Bachelor,full-time,Other,Female,25,133877.5
Germany,Bachelor,full-time,Other,Male,0,41830.96875
Germany,Bachelor,full-time,Other,Male,1,38335.17543859649
Germany,Bachelor,full-time,Other,Male,2,50215.17105263158
Germany,Bachelor,full-time,Other,Male,3,57163.17441860465
Germany,Bachelor,full-time,Other,Male,4,61129.5
Germany,Bachelor,full-time,Other,Male,5,68321.05128205128
Germany,Bachelor,full-time,Other,Male,6,77624.35
Germany,Bachelor,full-time,Other,Male,7,78576.58974358975
Germany,Bachelor,full-time,Other,Male,8,80340.18181818182
Germany,Bachelor,full-time,Other,Male,9,93833.0
Germany,Bachelor,full-time,Other,Male,10,100083.49515363993
Germany,Bachelor,full-time,Other,Male,11,92266.90476190476
Germany,Bachelor,full-time,Other,Male,12,103078.83333333333
Germany,Bachelor,full-time,Other,Male,13,107384.76923076923
Germany,Bachelor,full-time,Other,Male,14,97580.01666666666
Germany,Bachelor,full-time,Other,Male,15,115764.16666666667
Germany,Bachelor,full-time,Other,Male,16,127991.26623376623
Germany,Bachelor,full-time,Other,Male,17,120268.16666666667
Germany,Bachelor,full-time,Other,Male,18,120748.92857142857
Germany,Bachelor,full-time,Other,Male,19,118271.5
Germany,Bachelor,full-time,Other,Male,20,117050.44444444444
Germany,Bachelor,full-time,Other,Male,21,126839.5
Germany,Bachelor,full-time,Other,Male,22,129590.625
Germany,Bachelor,full-time,Other,Male,24,171923.2857142857
Germany,Bachelor,full-time,Other,Male,25,156377.5
Germany,Bachelor,full-time,Senior Business Analyst,Female,10,101886.32692307692
Germany,Bachelor,full-time,Senior Business Analyst,Female,15,123264.16666666667
Germany,Bachelor,full-time,Senior Business Analyst,Male,6,80124.35
Germany,Bachelor,full-time,Senior Business Analyst,Male,8,80340.18181818182
Germany,Bachelor,full-time,Senior Business Analyst,Male,9,93333.0
Germany,Bachelor,full-time,Senior Financial Analyst,Female,6,82624.35
Germany,Bachelor,full-time,Senior Financial Analyst,Female,9,90833.0
Germany,Bachelor,full-time,Senior Financial Analyst,Female,18,121998.92857142857
Germany,Bachelor,full-time,Senior Financial Analyst,Male,6,82624.35
Germany,Bachelor,full-time,Senior Financial Analyst,Male,8,79090.18181818182
Germany,Bachelor,full-time,Senior Financial Analyst,Male,12,110578.83333333333
Germany,Bachelor,full-time,Senior Operations Manager,Female,10,106886.32692307692
Germany,Bachelor,full-time,Senior Operations Manager,Male,7,93576.58974358975
Germany,Bachelor,full-time,Senior Operations Manager,Male,8,81590.18181818182
Germany,Bachelor,full-time,Senior Operations Manager,Male,9,90833.0
Germany,Bachelor,full-time,Senior Operations Manager,Male,12,100578.83333333333
Germany,Bachelor,full-time,Senior Product Manager,Female,10,106886.32692307692
Germany,Bachelor,full-time,Senior Product Manager,Male,7,83576.58974358975
Germany,Bachelor,full-time,Senior Product Manager,Male,8,81590.18181818182
Germany,Bachelor,full-time,Senior Product Manager,Male,10,106886.32692307692
Germany,Bachelor,full-time,Senior Product Manager,Male,14,113413.35
Germany,Bachelor,part-time,Junior Business Analyst,Male,1,33827.5
Germany,Bachelor,part-time,Junior Business Analyst,Male,2,32477.0
Germany,Bachelor,part-time,Junior Business Analyst,Male,4,52484.142857142855
Germany,Bachelor,part-time,Junior Business Development Associate,Female,1,31327.5
Germany,Bachelor,part-time,Junior Business Development Associate,Female,3,47059.642857142855
Germany,Bachelor,part-time,Junior Business Development Associate,Male,1,31327.5
Germany,Bachelor,part-time,Junior Business Development Associate,Male,2,32477.0
Germany,Bachelor,part-time,Junior Financial Analyst,Female,3,47059.642857142855
Germany,Bachelor,part-time,Junior Financial Analyst,Female,5,47596.625
Germany,Bachelor,part-time,Junior Financial Analyst,Male,2,32477.0
Germany,Bachelor,part-time,Junior Financial Analyst,Male,3,47059.642857142855
Germany,Bachelor,part-time,Junior Financial Analyst,Male,4,52484.142857142855
Germany,Bachelor,part-time,Junior Marketing Coordinator,Female,2,32477.0
Germany,Bachelor,part-time,Junior Marketing Coordinator,Female,3,47059.642857142855
Germany,Bachelor,part-time,Junior Marketing Coordinator,Male,2,32477.0
Germany,Bachelor,part-time,Junior Marketing Coordinator,Male,3,49559.642857142855
Germany,Bachelor,part-time,Junior Marketing Manager,Female,4,49984.142857142855
Germany,Bachelor,part-time,Junior Marketing Manager,Female,5,52596.625
Germany,Bachelor,part-time,Junior Marketing Specialist,Female,1,33827.5
